entity,left,right,log_ratio
rodrygo,2,1,0.5849625007
leicester,2,1,0.5849625007
hoxha,2,1,0.5849625007
patricia,2,1,0.5849625007
beauvais,5,3,0.5849625007
huffpost,2,1,0.5849625007
likud,2,1,0.5849625007
conseil,2,1,0.5849625007
oui ben,2,1,0.5849625007
duflot,2,1,0.5849625007
🕊🕊🕊,2,1,0.5849625007
em,8,5,0.5849625007
zurich,2,1,0.5849625007
🫧,2,1,0.5849625007
reseau,2,1,0.5849625007
ytb,2,1,0.5849625007
cahiers de malte,2,1,0.5849625007
trump trump,2,1,0.5849625007
fast-fashion,2,1,0.5849625007
dani,2,1,0.5849625007
phoenix,2,1,0.5849625007
ja,5,3,0.5849625007
eteins,2,1,0.5849625007
williams,5,3,0.5849625007
philippe pascot,2,1,0.5849625007
the guardian,2,1,0.5849625007
l’estonie,2,1,0.5849625007
al-boukhari,2,1,0.5849625007
grok de,2,1,0.5849625007
matteo salvini,2,1,0.5849625007
sainte-soline,2,1,0.5849625007
🙏🏼🙏🏼🙏🏼,2,1,0.5849625007
marie trintignant,5,3,0.5849625007
❤️❤️❤️,2,1,0.5849625007
cybertruck,2,1,0.5849625007
téhéran !,2,1,0.5849625007
hxh,2,1,0.5849625007
procès de,2,1,0.5849625007
irlande du nord,2,1,0.5849625007
la mienne,2,1,0.5849625007
guerre d'ukraine,2,1,0.5849625007
tca,2,1,0.5849625007
jean michel aphatie,2,1,0.5849625007
ça !!,2,1,0.5849625007
victor ferry,2,1,0.5849625007
grizou,2,1,0.5849625007
toul,2,1,0.5849625007
ethiopie,2,1,0.5849625007
yahya sinwar,2,1,0.5849625007
catch,2,1,0.5849625007
ebra,2,1,0.5849625007
brigge,2,1,0.5849625007
genocider,2,1,0.5849625007
bethléem,2,1,0.5849625007
opéra,2,1,0.5849625007
jean-pierre,5,3,0.5849625007
saint-mandé,2,1,0.5849625007
du maine,2,1,0.5849625007
madame aram,2,1,0.5849625007
ca depend,2,1,0.5849625007
adieu,2,1,0.5849625007
ooops,2,1,0.5849625007
trotski,2,1,0.5849625007
potemkine,2,1,0.5849625007
les 🇺🇸,2,1,0.5849625007
bie,2,1,0.5849625007
laurent ruquier,2,1,0.5849625007
sankara,2,1,0.5849625007
🚘,5,3,0.5849625007
château-gontier,2,1,0.5849625007
🙃🙃,2,1,0.5849625007
hatem,2,1,0.5849625007
📋,2,1,0.5849625007
.bsky.social,2,1,0.5849625007
sannois,2,1,0.5849625007
amande,2,1,0.5849625007
achilli,2,1,0.5849625007
yves,2,1,0.5849625007
hanouna c,2,1,0.5849625007
🤲,59,39,0.5849625007
debunker,2,1,0.5849625007
palpatine,2,1,0.5849625007
daddy,2,1,0.5849625007
🤶,2,1,0.5849625007
brav-m,2,1,0.5849625007
got,2,1,0.5849625007
apple music,2,1,0.5849625007
lucy,2,1,0.5849625007
aladin,2,1,0.5849625007
antonio gramsci,2,1,0.5849625007
thomas d’aquin,2,1,0.5849625007
😠😠😠,2,1,0.5849625007
zaporijia,2,1,0.5849625007
keke,2,1,0.5849625007
dejà,2,1,0.5849625007
spotify,2,1,0.5849625007
marc botenga,2,1,0.5849625007
champs-sur-marne,2,1,0.5849625007
ku klux klan,5,3,0.5849625007
jean-marc,2,1,0.5849625007
canadair,2,1,0.5849625007
maison-blanche,14,9,0.5849625007
taylor,2,1,0.5849625007
bah voyons,2,1,0.5849625007
magali berdah,2,1,0.5849625007
d.trump,2,1,0.5849625007
lille flandres,2,1,0.5849625007
sos,2,1,0.5849625007
perso j,2,1,0.5849625007
cambridge,2,1,0.5849625007
éric coquerel,2,1,0.5849625007
suffit,2,1,0.5849625007
binance,5,3,0.5849625007
zizou,2,1,0.5849625007
massy,2,1,0.5849625007
tranquille,5,3,0.5849625007
lautaro,2,1,0.5849625007
mp3,2,1,0.5849625007
picsou,2,1,0.5849625007
pagnol,2,1,0.5849625007
claudia cardinale,2,1,0.5849625007
du mans,2,1,0.5849625007
ariel bibas,2,1,0.5849625007
cour européenne des droits de l’homme,2,1,0.5849625007
adèle,2,1,0.5849625007
genius,2,1,0.5849625007
julien dray,8,5,0.5849625007
beurk 🤮,2,1,0.5849625007
levy,2,1,0.5849625007
🧶⬇️,2,1,0.5849625007
lovecraft,5,3,0.5849625007
bah c,2,1,0.5849625007
trv,2,1,0.5849625007
😫😫😫,2,1,0.5849625007
👍👌,2,1,0.5849625007
mac gyver,2,1,0.5849625007
🙏🏻❤️,2,1,0.5849625007
just,2,1,0.5849625007
marche,2,1,0.5849625007
bunagana,2,1,0.5849625007
🚲,2,1,0.5849625007
b.,2,1,0.5849625007
garrido,11,7,0.5849625007
adrien rabiot,2,1,0.5849625007
valérie boyer,2,1,0.5849625007
russia,2,1,0.5849625007
intel,5,3,0.5849625007
ps 😂,2,1,0.5849625007
gérald brice-viret,2,1,0.5849625007
kondogbia,2,1,0.5849625007
france info,48,32,0.5703157248
post,39,26,0.5670405927
louise,22,33,-0.5639008852
🤣🤣🤣🤣,69,102,-0.5572175102
ma france,14,21,-0.552541023
louis sarkozy,21,14,0.552541023
tondelier,27,40,-0.5501970826
ben oui,38,56,-0.5474877953
seine-saint-denis,18,12,0.5474877953
bouygues,12,18,-0.5474877953
mussolini,12,18,-0.5474877953
ex,34,23,0.5443205162
😅😅😅,15,10,0.5405683814
😂😂😂😂😂,15,10,0.5405683814
14h,15,10,0.5405683814
lr,107,156,-0.5397332467
poutine,376,547,-0.5396113697
c8,125,182,-0.5384199148
la seine,41,28,0.5343364277
hitler,138,200,-0.5321106185
loire-atlantique,8,12,-0.5305147167
w9,8,12,-0.5305147167
cour de cassation,8,12,-0.5305147167
co,12,8,0.5305147167
beyrouth,12,8,0.5305147167
whatsapp,25,17,0.5305147167
😱,61,42,0.5279315557
cac40,22,15,0.5235619561
cyril hanouna,45,65,-0.5208321633
élysée,75,108,-0.5202568113
usa,282,404,-0.5171198549
melenchon,127,182,-0.5156998383
tourcoing,6,9,-0.5145731728
fier,13,19,-0.5145731728
pol pot,6,9,-0.5145731728
lune,13,19,-0.5145731728
🕊,6,9,-0.5145731728
attal,6,9,-0.5145731728
hier,6,9,-0.5145731728
perpignan,20,29,-0.5145731728
ségolène royal,6,9,-0.5145731728
🔄,6,9,-0.5145731728
teamg1,6,9,-0.5145731728
😂😂,6,9,-0.5145731728
bayonne,6,9,-0.5145731728
bouffe,9,6,0.5145731728
montauban,9,6,0.5145731728
bompard,9,6,0.5145731728
saint-ouen,9,6,0.5145731728
amérique,46,32,0.5101947323
algériens,68,97,-0.5061853873
pfff,16,11,0.5025003405
yémen,33,23,0.5025003405
miquelon,11,16,-0.5025003405
rima,30,21,0.4947646917
américains,139,196,-0.4927688025
sarkozy,120,85,0.4925984826
🤡,299,420,-0.4888577326
ca,1169,834,0.4866604271
états-unis,231,324,-0.4863149128
thomas sankara,4,6,-0.4854268272
tik tok,9,13,-0.4854268272
irlande,19,27,-0.4854268272
henry,4,6,-0.4854268272
afp,29,41,-0.4854268272
🤷‍♀️,19,27,-0.4854268272
moldavie,9,13,-0.4854268272
occitanie,9,13,-0.4854268272
auguste,4,6,-0.4854268272
christian,4,6,-0.4854268272
anjou,4,6,-0.4854268272
robin,4,6,-0.4854268272
ukrainiens,44,62,-0.4854268272
ersilia,4,6,-0.4854268272
miss france,9,13,-0.4854268272
qataris,4,6,-0.4854268272
🇷🇺,4,6,-0.4854268272
napoléon bonaparte,4,6,-0.4854268272
ipsos,4,6,-0.4854268272
jul,19,27,-0.4854268272
l'arménie,4,6,-0.4854268272
dionysos,4,6,-0.4854268272
radio france,4,6,-0.4854268272
arcelormittal,4,6,-0.4854268272
kohler,4,6,-0.4854268272
la corse,4,6,-0.4854268272
lbd,4,6,-0.4854268272
rn !,4,6,-0.4854268272
mesdames,4,6,-0.4854268272
info,4,6,-0.4854268272
saint denis,14,20,-0.4854268272
seb,4,6,-0.4854268272
martin,4,6,-0.4854268272
🙉,4,6,-0.4854268272
mosquée de paris,4,6,-0.4854268272
eric naulleau,4,6,-0.4854268272
eric ciotti,13,9,0.4854268272
russie 🇷🇺,6,4,0.4854268272
waouh,6,4,0.4854268272
président de la république,6,4,0.4854268272
john,6,4,0.4854268272
nancy,20,14,0.4854268272
dos,6,4,0.4854268272
canal de panama,6,4,0.4854268272
wesh wesh,6,4,0.4854268272
marignane,6,4,0.4854268272
merci !!,6,4,0.4854268272
clichy,6,4,0.4854268272
arnaud,13,9,0.4854268272
parti socialiste,6,4,0.4854268272
mr,47,66,-0.4811266897
barcelone,24,17,0.4739311883
poitiers,17,12,0.4694852833
marine lepen,28,20,0.4656635723
seine,28,39,-0.4639470998
tsahal,65,47,0.4594316186
jean jaurès,10,7,0.4594316186
mer noire,10,7,0.4594316186
disney,10,7,0.4594316186
medef,10,7,0.4594316186
averroès,7,10,-0.4594316186
simone,7,10,-0.4594316186
juifs,15,21,-0.4594316186
🥳🥳,7,10,-0.4594316186
europe1,7,10,-0.4594316186
calédonie,7,10,-0.4594316186
iran,157,216,-0.4577704843
charlie,36,26,0.4545658635
de france,450,616,-0.4521430559
lidl,10,14,-0.447458977
vencorex,10,14,-0.447458977
🤣🤣🤣🤣🤣🤣🤣,10,14,-0.447458977
🗣,21,29,-0.447458977
stockholm,10,14,-0.447458977
bordel,14,10,0.447458977
bernard,29,21,0.447458977
jospin,14,10,0.447458977
🫶,108,79,0.4462562299
🤯,33,24,0.4436066515
voila,24,33,-0.4436066515
alexis kohler,13,18,-0.4405725914
🤑,13,18,-0.4405725914
la marseillaise,13,18,-0.4405725914
sncf,110,81,0.4368638617
mila,16,22,-0.4360991148
louis boyard,22,16,0.4360991148
vendée,16,22,-0.4360991148
londres,48,65,-0.4296842752
rip,28,38,-0.4274212237
kremlin,70,52,0.4218266649
mdr,222,166,0.4171956074
parti lr,2,3,-0.4150374993
guevara,2,3,-0.4150374993
stephen king,2,3,-0.4150374993
vespasien,2,3,-0.4150374993
thonon,2,3,-0.4150374993
balancetonadditif,2,3,-0.4150374993
rennes 2,2,3,-0.4150374993
🔨,2,3,-0.4150374993
☝🏻,2,3,-0.4150374993
btc,11,15,-0.4150374993
🤑🤑🤑,2,3,-0.4150374993
géraldine,2,3,-0.4150374993
chomsky,2,3,-0.4150374993
houtis,2,3,-0.4150374993
youssef,2,3,-0.4150374993
marine nationale,2,3,-0.4150374993
omar sy,5,7,-0.4150374993
gabet,2,3,-0.4150374993
luminis,2,3,-0.4150374993
basques,2,3,-0.4150374993
big brother,2,3,-0.4150374993
🚮,2,3,-0.4150374993
😆🤣,2,3,-0.4150374993
donald tusk,2,3,-0.4150374993
ren,2,3,-0.4150374993
carlos tavares,2,3,-0.4150374993
dalle kennedy,2,3,-0.4150374993
merdia,2,3,-0.4150374993
aphatie,2,3,-0.4150374993
patrick cohen,8,11,-0.4150374993
drancy,5,7,-0.4150374993
jl mélenchon,2,3,-0.4150374993
bénédicte,2,3,-0.4150374993
hubert,2,3,-0.4150374993
bayouyou,2,3,-0.4150374993
gemini,2,3,-0.4150374993
rome antique,2,3,-0.4150374993
alain duhamel,2,3,-0.4150374993
sms,2,3,-0.4150374993
tolbiac,2,3,-0.4150374993
pyrénées-atlantiques,2,3,-0.4150374993
bein,5,7,-0.4150374993
cotentin,2,3,-0.4150374993
ça dérange,2,3,-0.4150374993
levallois-perret,2,3,-0.4150374993
corses,2,3,-0.4150374993
éric piolle,2,3,-0.4150374993
💵,5,7,-0.4150374993
amérique du nord,5,7,-0.4150374993
alala,2,3,-0.4150374993
don quichotte,2,3,-0.4150374993
dechavanne,2,3,-0.4150374993
ain,2,3,-0.4150374993
idiocracy,2,3,-0.4150374993
fidel castro,2,3,-0.4150374993
🍉,5,7,-0.4150374993
zfe !,2,3,-0.4150374993
nelson mandela,2,3,-0.4150374993
hegel,2,3,-0.4150374993
jr,5,7,-0.4150374993
pierre vermeren,2,3,-0.4150374993
evreux,2,3,-0.4150374993
lgbtq+,5,7,-0.4150374993
jacques weber,2,3,-0.4150374993
gnome,2,3,-0.4150374993
gruissan,2,3,-0.4150374993
charente-maritime,5,7,-0.4150374993
l'espagne,14,19,-0.4150374993
spike lee,2,3,-0.4150374993
luc besson,2,3,-0.4150374993
tacite,2,3,-0.4150374993
alexis de tocqueville,2,3,-0.4150374993
auteuil,2,3,-0.4150374993
judas,5,7,-0.4150374993
vincent lapierre,2,3,-0.4150374993
vardon,2,3,-0.4150374993
😋😋😋,2,3,-0.4150374993
benjamin netanyahou,2,3,-0.4150374993
charles pasqua,2,3,-0.4150374993
sophia chikirou,2,3,-0.4150374993
guenolé,2,3,-0.4150374993
vieux,2,3,-0.4150374993
saint brieuc,2,3,-0.4150374993
jean-noël barrot,8,11,-0.4150374993
alaindelon,2,3,-0.4150374993
coréens,5,7,-0.4150374993
bagdad,2,3,-0.4150374993
tusk,2,3,-0.4150374993
lucifer,5,7,-0.4150374993
colorado,2,3,-0.4150374993
vladimir poutine,35,47,-0.4150374993
merde,8,11,-0.4150374993
americains,2,3,-0.4150374993
la nôtre,2,3,-0.4150374993
aaron,2,3,-0.4150374993
clémenceau,2,3,-0.4150374993
jamel debbouze,2,3,-0.4150374993
mario,2,3,-0.4150374993
mme hidalgo,2,3,-0.4150374993
xavier,5,7,-0.4150374993
alain bauer,2,3,-0.4150374993
kim kardashian,2,3,-0.4150374993
freud,5,7,-0.4150374993
cardinal sarah,2,3,-0.4150374993
sénèque,2,3,-0.4150374993
ken,2,3,-0.4150374993
mr macron,2,3,-0.4150374993
bukavu,2,3,-0.4150374993
trump-zelensky,2,3,-0.4150374993
denise,2,3,-0.4150374993
montaigne,2,3,-0.4150374993
boris johnson,2,3,-0.4150374993
tchécoslovaquie,2,3,-0.4150374993
johnny hallyday,2,3,-0.4150374993
michel audiard,5,7,-0.4150374993
✌🏼,2,3,-0.4150374993
truman,2,3,-0.4150374993
stone,2,3,-0.4150374993
luther,2,3,-0.4150374993
royaume de france,2,3,-0.4150374993
ben désolé,2,3,-0.4150374993
la meuse,2,3,-0.4150374993
💩🤮,2,3,-0.4150374993
reset,2,3,-0.4150374993
nico,2,3,-0.4150374993
ben zut,2,3,-0.4150374993
erdoğan,2,3,-0.4150374993
ali,2,3,-0.4150374993
mexico,2,3,-0.4150374993
arno,2,3,-0.4150374993
jean gabin,2,3,-0.4150374993
pyrénées,8,11,-0.4150374993
allemagne nazi,2,3,-0.4150374993
bâton,2,3,-0.4150374993
is-sur-tille,2,3,-0.4150374993
bachar,2,3,-0.4150374993
m. mélenchon,2,3,-0.4150374993
valérie pecresse,2,3,-0.4150374993
conseil d’etat,5,7,-0.4150374993
bravo tsahal,2,3,-0.4150374993
gaza 🇵🇸,2,3,-0.4150374993
bye bye,5,7,-0.4150374993
conseil national de la résistance,2,3,-0.4150374993
super u,2,3,-0.4150374993
dupond,2,3,-0.4150374993
fem,2,3,-0.4150374993
vinted,2,3,-0.4150374993
noisylegrand,2,3,-0.4150374993
ile-de-france,5,7,-0.4150374993
catherine vautrin,2,3,-0.4150374993
véronique,5,7,-0.4150374993
benin,2,3,-0.4150374993
georges brassens,2,3,-0.4150374993
juliette méadel,2,3,-0.4150374993
⬇️⬇️⬇️,2,3,-0.4150374993
jt,2,3,-0.4150374993
yeshoua,2,3,-0.4150374993
pierre chaillot,5,7,-0.4150374993
gomis,2,3,-0.4150374993
christian estrosi,2,3,-0.4150374993
franche-comté,7,5,0.4150374993
###,3,2,0.4150374993
chloé,3,2,0.4150374993
ricardo,3,2,0.4150374993
ligue2,3,2,0.4150374993
draguignan,3,2,0.4150374993
lina,3,2,0.4150374993
charly,3,2,0.4150374993
schumann,3,2,0.4150374993
conakry,7,5,0.4150374993
ssd,3,2,0.4150374993
bonjour ça,3,2,0.4150374993
mjc,3,2,0.4150374993
jl,3,2,0.4150374993
sampaoli,3,2,0.4150374993
laurent joffrin,3,2,0.4150374993
calais,11,8,0.4150374993
ns,7,5,0.4150374993
bizarre,3,2,0.4150374993
matic,3,2,0.4150374993
perso je suis,3,2,0.4150374993
dpg,3,2,0.4150374993
maël,3,2,0.4150374993
tessmann,3,2,0.4150374993
one,3,2,0.4150374993
alsace lorraine,3,2,0.4150374993
maman,3,2,0.4150374993
martine,7,5,0.4150374993
dinan,3,2,0.4150374993
🪈,3,2,0.4150374993
co₂,7,5,0.4150374993
lannion,3,2,0.4150374993
my bad,3,2,0.4150374993
osaka,3,2,0.4150374993
followers,3,2,0.4150374993
pt,3,2,0.4150374993
vallaud,3,2,0.4150374993
manchester,3,2,0.4150374993
nou,3,2,0.4150374993
dingo,3,2,0.4150374993
✍🏻,3,2,0.4150374993
mimi marchand,3,2,0.4150374993
françois hollande,35,26,0.4150374993
a1,3,2,0.4150374993
moliere,3,2,0.4150374993
hongrois,3,2,0.4150374993
la seconde,3,2,0.4150374993
🙏🏻🙏🏻,3,2,0.4150374993
kerviel,3,2,0.4150374993
so,3,2,0.4150374993
samuel,7,5,0.4150374993
️aujourd’,3,2,0.4150374993
guerre en irak,3,2,0.4150374993
jean cocteau,3,2,0.4150374993
aquitaine,11,8,0.4150374993
palestine !,3,2,0.4150374993
gégé,3,2,0.4150374993
saint,7,5,0.4150374993
pire,3,2,0.4150374993
jean-paul sartre,3,2,0.4150374993
mexicains,3,2,0.4150374993
kanye west,3,2,0.4150374993
albert camus,7,5,0.4150374993
bnp paribas,3,2,0.4150374993
méchancon,3,2,0.4150374993
odoul,11,8,0.4150374993
rudy giuliani,3,2,0.4150374993
asml,3,2,0.4150374993
robert menard,3,2,0.4150374993
jean-michel aulas,3,2,0.4150374993
steve jobs,3,2,0.4150374993
omar,3,2,0.4150374993
charlie !,3,2,0.4150374993
!,3,2,0.4150374993
pinochet,7,5,0.4150374993
rhône-alpes,3,2,0.4150374993
la nouvelle-calédonie,7,5,0.4150374993
psa,3,2,0.4150374993
msg,3,2,0.4150374993
super,3,2,0.4150374993
🤡 c’,3,2,0.4150374993
bichon,3,2,0.4150374993
cost,3,2,0.4150374993
🤣🤣🤣🤣🤣🤣🤣🤣🤣,7,5,0.4150374993
bot,3,2,0.4150374993
china,3,2,0.4150374993
tripoli,3,2,0.4150374993
mer rouge,3,2,0.4150374993
blaise pascal,3,2,0.4150374993
sytral,3,2,0.4150374993
bisous 😘,3,2,0.4150374993
braunpivet,3,2,0.4150374993
stéphanois,3,2,0.4150374993
cannes,7,5,0.4150374993
koweït,3,2,0.4150374993
marcel pagnol,3,2,0.4150374993
naruto,3,2,0.4150374993
jeter,3,2,0.4150374993
wauquier,3,2,0.4150374993
fyi,3,2,0.4150374993
will,3,2,0.4150374993
bigeard,3,2,0.4150374993
maubeuge,3,2,0.4150374993
🤡😂,7,5,0.4150374993
forez,3,2,0.4150374993
ben tu,3,2,0.4150374993
veolia,3,2,0.4150374993
christophe colomb,3,2,0.4150374993
normal c,3,2,0.4150374993
arméniens,11,8,0.4150374993
wahi,3,2,0.4150374993
🇫🇷 ! tiktok,3,2,0.4150374993
pablo,3,2,0.4150374993
amnesty international,3,2,0.4150374993
ferrari,19,14,0.4150374993
dallas,3,2,0.4150374993
robert,11,8,0.4150374993
zucman,3,2,0.4150374993
tag,3,2,0.4150374993
toscane,3,2,0.4150374993
new-york,3,2,0.4150374993
justine,3,2,0.4150374993
oh ben,3,2,0.4150374993
clara,3,2,0.4150374993
ouais ouais,3,2,0.4150374993
naz,3,2,0.4150374993
cpc,3,2,0.4150374993
pareil,40,30,0.4033556942
donald trump,176,233,-0.4027591695
fr,32,24,0.4005379296
mali,65,49,0.4005379296
regardez,24,32,-0.4005379296
🤣🤣🤣,296,391,-0.4003907233
david,21,28,-0.3985493765
égypte,57,43,0.3985493765
🤣,141,186,-0.3971473404
macronie,129,170,-0.3954847019
cher,34,45,-0.3942789391
italiens,15,20,-0.3923174228
france2,20,15,0.3923174228
mélenchon,336,441,-0.3912977782
🤣🤣🤣🤣🤣,37,28,0.3899465183
gérald darmanin,28,37,-0.3899465183
australie,28,37,-0.3899465183
🇺🇸,16,12,0.3870231231
brésil,46,35,0.3846638502
madame,88,115,-0.3822475642
hp,12,9,0.3785116233
bercy,29,38,-0.3785116233
lénine,9,12,-0.3785116233
afrique,157,204,-0.3756993513
navalny,21,16,0.3719687774
provence,16,21,-0.3719687774
😑,16,21,-0.3719687774
joyeux noël,23,30,-0.3692338097
edt,8,6,0.3625700794
ménard,8,6,0.3625700794
👏👏👏,8,6,0.3625700794
balzac,8,6,0.3625700794
putin,8,6,0.3625700794
mme le pen,8,6,0.3625700794
maurice,8,6,0.3625700794
infos,8,6,0.3625700794
oran,8,6,0.3625700794
éric ciotti,8,6,0.3625700794
😡🤬,8,6,0.3625700794
reich,6,8,-0.3625700794
elonmusk,6,8,-0.3625700794
droitards,6,8,-0.3625700794
😈😈,6,8,-0.3625700794
victor hugo,13,17,-0.3625700794
unis,6,8,-0.3625700794
dijon,13,17,-0.3625700794
pls,6,8,-0.3625700794
robert badinter,6,8,-0.3625700794
montesquieu,6,8,-0.3625700794
nuremberg,6,8,-0.3625700794
turquie,81,104,-0.356693513
cuba,22,17,0.3536369546
jérusalem,68,53,0.3536369546
isère,10,13,-0.3479233034
spd,10,13,-0.3479233034
cdu,10,13,-0.3479233034
états unis,32,41,-0.3479233034
arnault,10,13,-0.3479233034
tours,13,10,0.3479233034
cp,13,10,0.3479233034
onu,13,10,0.3479233034
ça,3724,2929,0.3463397609
bayrou,313,246,0.3462535173
tour eiffel,14,18,-0.3410369178
joe biden,14,18,-0.3410369178
leclerc,18,14,0.3410369178
toulouse,128,101,0.3388019135
libye,28,22,0.3344190391
💩,26,33,-0.3325753391
csp,4,3,0.3219280949
🐮,4,3,0.3219280949
bologne,4,3,0.3219280949
grégory doucet,4,3,0.3219280949
président de la france,4,3,0.3219280949
haute-saône,4,3,0.3219280949
val de marne,4,3,0.3219280949
charente,4,3,0.3219280949
levallois,4,3,0.3219280949
linky,4,3,0.3219280949
valenciennes,4,3,0.3219280949
besançon,9,7,0.3219280949
kounde,4,3,0.3219280949
le rhône,4,3,0.3219280949
s&amp;p,4,3,0.3219280949
stream,4,3,0.3219280949
miss,9,7,0.3219280949
🥳🥳🥳🥳,4,3,0.3219280949
ramallah,4,3,0.3219280949
ok ok,4,3,0.3219280949
bidon,4,3,0.3219280949
hummm,4,3,0.3219280949
van,4,3,0.3219280949
merci !!!,4,3,0.3219280949
malte,4,3,0.3219280949
😼,4,3,0.3219280949
anne genetet,4,3,0.3219280949
karl marx,4,3,0.3219280949
ceremoniedouverture,4,3,0.3219280949
dreyfus,4,3,0.3219280949
niort,4,3,0.3219280949
verdez,4,3,0.3219280949
teddy,4,3,0.3219280949
meme,4,3,0.3219280949
petain,4,3,0.3219280949
gen z,4,3,0.3219280949
nabil,4,3,0.3219280949
gabin,4,3,0.3219280949
alain juppé,4,3,0.3219280949
veuillez,9,7,0.3219280949
haute-garonne,4,3,0.3219280949
jerusalem,4,3,0.3219280949
uruguay,4,3,0.3219280949
antibes,4,3,0.3219280949
catalogne,4,3,0.3219280949
bois de boulogne,14,11,0.3219280949
betharam,9,7,0.3219280949
l'asie,4,3,0.3219280949
marc aurèle,4,3,0.3219280949
mer baltique,4,3,0.3219280949
depute,4,3,0.3219280949
🤣🤣😂,4,3,0.3219280949
🥵🥵,4,3,0.3219280949
ue !,4,3,0.3219280949
mylène farmer,4,3,0.3219280949
picardie,4,3,0.3219280949
bacchus,4,3,0.3219280949
borne,9,7,0.3219280949
hugo clément,4,3,0.3219280949
paca,4,3,0.3219280949
👍🏾,4,3,0.3219280949
cahors,4,3,0.3219280949
mdr ça,4,3,0.3219280949
nike,4,3,0.3219280949
ybp,3,4,-0.3219280949
reunion,3,4,-0.3219280949
rda,3,4,-0.3219280949
🇧🇪,3,4,-0.3219280949
👌🏻,7,9,-0.3219280949
🤮,15,19,-0.3219280949
nasrallah,3,4,-0.3219280949
george,3,4,-0.3219280949
med,3,4,-0.3219280949
elie,3,4,-0.3219280949
pkk,3,4,-0.3219280949
benjamin haddad,3,4,-0.3219280949
jdd,31,39,-0.3219280949
moscovici,3,4,-0.3219280949
général leclerc,3,4,-0.3219280949
amélie,3,4,-0.3219280949
made in france,7,9,-0.3219280949
vianney,3,4,-0.3219280949
sébastien,7,9,-0.3219280949
axel,3,4,-0.3219280949
rambouillet,3,4,-0.3219280949
louis de funès,3,4,-0.3219280949
🤔🤔🤔🤔,3,4,-0.3219280949
bonjour marie,3,4,-0.3219280949
notre-dame,15,19,-0.3219280949
di vizio,3,4,-0.3219280949
bfm,71,89,-0.3219280949
sunna,3,4,-0.3219280949
perthuis,3,4,-0.3219280949
le mans,3,4,-0.3219280949
argentins,3,4,-0.3219280949
césar,19,24,-0.3219280949
villeneuvesaintgeorges,3,4,-0.3219280949
soyez,3,4,-0.3219280949
abc,3,4,-0.3219280949
beauvau,3,4,-0.3219280949
🍿,3,4,-0.3219280949
quils,3,4,-0.3219280949
saint-pierre,7,9,-0.3219280949
⚡️,3,4,-0.3219280949
les,3,4,-0.3219280949
lr !,3,4,-0.3219280949
alain,27,34,-0.3219280949
plaindre,3,4,-0.3219280949
😀,3,4,-0.3219280949
cohn bendit,3,4,-0.3219280949
tjs,3,4,-0.3219280949
🇵🇹,3,4,-0.3219280949
🙏❤️,3,4,-0.3219280949
😠😠,3,4,-0.3219280949
en+,3,4,-0.3219280949
🏔,3,4,-0.3219280949
christine lagarde,3,4,-0.3219280949
z.,7,9,-0.3219280949
voie lactée,3,4,-0.3219280949
electionseuropéennes2024,3,4,-0.3219280949
cohn-bendit,3,4,-0.3219280949
iiie reich,3,4,-0.3219280949
lewis,3,4,-0.3219280949
gaspard proust,3,4,-0.3219280949
saint michel,3,4,-0.3219280949
christophe dechavanne,3,4,-0.3219280949
playstation,7,9,-0.3219280949
q',3,4,-0.3219280949
steve bannon,3,4,-0.3219280949
nathalie arthaud,3,4,-0.3219280949
cese,3,4,-0.3219280949
l’asie,3,4,-0.3219280949
yann barthès,3,4,-0.3219280949
😂🤣😂,3,4,-0.3219280949
eva,3,4,-0.3219280949
agnès buzyn,3,4,-0.3219280949
essayez,3,4,-0.3219280949
matzneff,3,4,-0.3219280949
villeneuve st georges,3,4,-0.3219280949
lino,3,4,-0.3219280949
nestlé,7,9,-0.3219280949
netflix,40,32,0.3131578853
jordan,32,40,-0.3131578853
versailles,35,28,0.3119440063
lol,30,24,0.3103401206
bretagne,45,56,-0.3093280581
bfmtv,58,72,-0.3071815095
etat,117,145,-0.3071815095
ss,20,16,0.3048545815
mayotte,121,98,0.3013807175
darmanin,84,68,0.3008664794
ville de paris,15,12,0.2995602819
nasa,12,15,-0.2995602819
pékin,12,15,-0.2995602819
nice,82,101,-0.2973859106
sarko,42,34,0.2969817378
insee,26,21,0.2954558835
cnews,313,384,-0.2940938867
cgt,124,101,0.2933589427
françois mitterrand,10,8,0.2895066172
iphone,10,8,0.2895066172
mathieu,10,8,0.2895066172
🤯🤯,10,8,0.2895066172
créteil,10,8,0.2895066172
cloud,10,8,0.2895066172
ajaccio,10,8,0.2895066172
noel,8,10,-0.2895066172
tel-aviv,8,10,-0.2895066172
clowns,8,10,-0.2895066172
steam,8,10,-0.2895066172
kamala,8,10,-0.2895066172
le japon,26,32,-0.2895066172
hijab,8,10,-0.2895066172
rassemblement national,58,71,-0.2872819521
tiktok,260,213,0.2864390102
villiers,31,38,-0.2854022189
new york,27,22,0.283792966
gabriel attal,50,61,-0.2817709684
😅😅,16,13,0.2801079192
france travail,16,13,0.2801079192
chikirou,16,13,0.2801079192
nicolas sarkozy,39,32,0.2775339755
sylvain tesson,5,4,0.2630344058
teddy riner,5,4,0.2630344058
taqiya,4,5,-0.2630344058
arretez,4,5,-0.2630344058
messie,4,5,-0.2630344058
moïse,9,11,-0.2630344058
🥰🥰,5,4,0.2630344058
