lemma,left,right,log_ratio,abs_log_ratio
sidney,28,2,3.273018494,3.273018494
staff,28,2,3.273018494,3.273018494
coutance,28,2,3.273018494,3.273018494
scruton,2,28,-3.273018494,3.273018494
transphobie,28,2,3.273018494,3.273018494
still,18,1,3.247927513,3.247927513
bouamrane,18,1,3.247927513,3.247927513
chimiquement,1,18,-3.247927513,3.247927513
agitateur,1,18,-3.247927513,3.247927513
boissieu,1,18,-3.247927513,3.247927513
leurparolenevautrien,1,18,-3.247927513,3.247927513
assaillant,3,37,-3.247927513,3.247927513
dlf,1,18,-3.247927513,3.247927513
boug,37,3,3.247927513,3.247927513
castrer,1,18,-3.247927513,3.247927513
reac,18,1,3.247927513,3.247927513
pressing,37,3,3.247927513,3.247927513
feed,18,1,3.247927513,3.247927513
égorgeur,1,18,-3.247927513,3.247927513
clando,1,18,-3.247927513,3.247927513
reconquêt,4,46,-3.232660757,3.232660757
hakimi,27,2,3.222392421,3.222392421
🎀,27,2,3.222392421,3.222392421
ptet,27,2,3.222392421,3.222392421
ol,129,13,3.215012891,3.215012891
islamo,17,166,-3.213779291,3.213779291
vax,6,63,-3.192645078,3.192645078
reflexion,6,63,-3.192645078,3.192645078
dm,437,47,3.189824559,3.189824559
followers,1,17,-3.169925001,3.169925001
soscalvaire,1,17,-3.169925001,3.169925001
ottawa,1,17,-3.169925001,3.169925001
driss,1,17,-3.169925001,3.169925001
désindustrialisation,2,26,-3.169925001,3.169925001
antiblanc,1,17,-3.169925001,3.169925001
électoralisme,1,17,-3.169925001,3.169925001
⚔,11,107,-3.169925001,3.169925001
nietzsche,8,80,-3.169925001,3.169925001
liturgie,1,17,-3.169925001,3.169925001
enracinement,2,26,-3.169925001,3.169925001
corner,17,1,3.169925001,3.169925001
update,26,2,3.169925001,3.169925001
ankama,26,2,3.169925001,3.169925001
ui,17,1,3.169925001,3.169925001
intersyndical,17,1,3.169925001,3.169925001
métrage,17,1,3.169925001,3.169925001
frero,35,3,3.169925001,3.169925001
energy,17,1,3.169925001,3.169925001
spé,17,1,3.169925001,3.169925001
mitch,17,1,3.169925001,3.169925001
delga,17,1,3.169925001,3.169925001
tolisso,26,2,3.169925001,3.169925001
platine,17,1,3.169925001,3.169925001
fanon,35,3,3.169925001,3.169925001
album,232,25,3.163746427,3.163746427
🧨,5,52,-3.142957954,3.142957954
québec,21,190,-3.117997209,3.117997209
papou,2,25,-3.115477217,3.115477217
poussard,2,25,-3.115477217,3.115477217
boualemsansal,5,51,-3.115477217,3.115477217
matisse,5,51,-3.115477217,3.115477217
riolo,25,2,3.115477217,3.115477217
amin,25,2,3.115477217,3.115477217
purer,25,2,3.115477217,3.115477217
nfl,25,2,3.115477217,3.115477217
jms,25,2,3.115477217,3.115477217
surtt,25,2,3.115477217,3.115477217
attac,25,2,3.115477217,3.115477217
nordine,25,2,3.115477217,3.115477217
civilisationnel,4,42,-3.10433666,3.10433666
💚,127,14,3.093109404,3.093109404
yu,16,1,3.087462841,3.087462841
sororité,16,1,3.087462841,3.087462841
rendu,16,1,3.087462841,3.087462841
greenwood,16,1,3.087462841,3.087462841
macky,16,1,3.087462841,3.087462841
csi,1,16,-3.087462841,3.087462841
merah,1,16,-3.087462841,3.087462841
caïd,1,16,-3.087462841,3.087462841
missfrance,16,1,3.087462841,3.087462841
décarbonation,16,1,3.087462841,3.087462841
élyséen,1,16,-3.087462841,3.087462841
silenced,1,16,-3.087462841,3.087462841
🗽,1,16,-3.087462841,3.087462841
drouate,1,16,-3.087462841,3.087462841
wild,16,1,3.087462841,3.087462841
moderna,1,16,-3.087462841,3.087462841
rodez,16,1,3.087462841,3.087462841
arbitrage,100,11,3.073248982,3.073248982
mayenne,83,9,3.070389328,3.070389328
fauci,4,41,-3.070389328,3.070389328
esr,41,4,3.070389328,3.070389328
zeribi,4,41,-3.070389328,3.070389328
textor,24,2,3.058893689,3.058893689
racelard,24,2,3.058893689,3.058893689
sprint,24,2,3.058893689,3.058893689
token,24,2,3.058893689,3.058893689
grandremplacement,3,32,-3.044394119,3.044394119
exilé,32,3,3.044394119,3.044394119
feat,32,3,3.044394119,3.044394119
intermittent,4,40,-3.03562391,3.03562391
aboubakar,25,212,-3.034269902,3.034269902
consanguinité,5,48,-3.029747343,3.029747343
voltair,6,56,-3.025535092,3.025535092
🔁,6,56,-3.025535092,3.025535092
cardinal,33,272,-3.0052943,3.0052943
chrétienté,6,55,-3,3
usdt,15,1,3,3
clémentine,31,3,3,3
lfislamiste,1,15,-3,3
smile,15,1,3,3
alléluia,2,23,-3,3
métallurgie,1,15,-3,3
masculinist,23,2,3,3
pléonasme,4,39,-3,3
bonneau,1,15,-3,3
ptn,167,20,3,3
providence,2,23,-3,3
malika,2,23,-3,3
flammarion,1,15,-3,3
infantilisation,1,15,-3,3
benfica,15,1,3,3
umar,23,2,3,3
occitan,15,1,3,3
🥒,1,15,-3,3
prospect,23,2,3,3
francophobe,2,23,-3,3
niet,1,15,-3,3
chill,23,2,3,3
frérist,1,15,-3,3
bercoff,1,15,-3,3
cnam,15,1,3,3
tca,15,1,3,3
dou,15,1,3,3
roissy,39,4,3,3
meau,1,15,-3,3
🐳,15,1,3,3
crasseu,3,31,-3,3
reconquête,49,398,-2.996388746,2.996388746
newsletter,70,8,2.979822118,2.979822118
carême,17,141,-2.979822118,2.979822118
trogneux,6,54,-2.974004791,2.974004791
gaucho,41,328,-2.969626351,2.969626351
cybersecurity,4,38,-2.963474124,2.963474124
supp,38,4,2.963474124,2.963474124
bosnie,9,77,-2.963474124,2.963474124
index,61,7,2.95419631,2.95419631
interface,30,3,2.95419631,2.95419631
spike,3,30,-2.95419631,2.95419631
psl,22,2,2.938599455,2.938599455
gauchism,2,22,-2.938599455,2.938599455
brest,275,35,2.938599455,2.938599455
stérin,22,2,2.938599455,2.938599455
paillade,37,4,2.925999419,2.925999419
puretech,37,4,2.925999419,2.925999419
mdrrrr,173,22,2.91938154,2.91938154
déséquilibré,8,67,-2.91753784,2.91753784
bolchevique,8,67,-2.91753784,2.91753784
teamom,67,8,2.91753784,2.91753784
houellebecq,1,14,-2.906890596,2.906890596
boutonneu,1,14,-2.906890596,2.906890596
paralympique,44,5,2.906890596,2.906890596
sangsue,1,14,-2.906890596,2.906890596
oue,14,1,2.906890596,2.906890596
playoff,14,1,2.906890596,2.906890596
pouffiasse,1,14,-2.906890596,2.906890596
biopic,14,1,2.906890596,2.906890596
saumur,1,14,-2.906890596,2.906890596
qsg,14,1,2.906890596,2.906890596
calendriermsi,14,1,2.906890596,2.906890596
martiniquais,14,1,2.906890596,2.906890596
légionnaire,5,44,-2.906890596,2.906890596
kapo,1,14,-2.906890596,2.906890596
odysee,3,29,-2.906890596,2.906890596
🎗,3,29,-2.906890596,2.906890596
rétrospective,14,1,2.906890596,2.906890596
🧕,1,14,-2.906890596,2.906890596
poissonnière,1,14,-2.906890596,2.906890596
enthoven,44,5,2.906890596,2.906890596
asil,14,1,2.906890596,2.906890596
hype,59,7,2.906890596,2.906890596
cdf,14,1,2.906890596,2.906890596
christianophobe,1,14,-2.906890596,2.906890596
intersyndicale,14,1,2.906890596,2.906890596
city,119,15,2.906890596,2.906890596
bernadette,1,14,-2.906890596,2.906890596
arnm,11,89,-2.906890596,2.906890596
jpp,81,10,2.898120386,2.898120386
commu,51,6,2.893084796,2.893084796
frontpopulair,58,7,2.882643049,2.882643049
knafo,19,146,-2.87774425,2.87774425
cfdt,21,2,2.874469118,2.874469118
ingé,21,2,2.874469118,2.874469118
cice,21,2,2.874469118,2.874469118
💅,21,2,2.874469118,2.874469118
petition,43,5,2.874469118,2.874469118
merkel,2,21,-2.874469118,2.874469118
nbc,21,2,2.874469118,2.874469118
vonderleyen,2,21,-2.874469118,2.874469118
googlealerts,5,43,-2.874469118,2.874469118
ﷺ,21,2,2.874469118,2.874469118
gazagenocide,21,2,2.874469118,2.874469118
néolibéral,50,6,2.86507042,2.86507042
ursuler,14,108,-2.861293729,2.861293729
ldc,137,18,2.860596943,2.860596943
trading,28,3,2.857980995,2.857980995
martiniqu,28,3,2.857980995,2.857980995
créolisation,3,28,-2.857980995,2.857980995
bello,28,3,2.857980995,2.857980995
oligui,3,28,-2.857980995,2.857980995
autodéfense,3,28,-2.857980995,2.857980995
trophée,100,13,2.850856561,2.850856561
climatisation,35,4,2.847996907,2.847996907
sah,42,5,2.841302254,2.841302254
ag,42,5,2.841302254,2.841302254
aram,49,6,2.836501268,2.836501268
fourest,49,6,2.836501268,2.836501268
🥐,7,56,-2.832890014,2.832890014
muguet,7,56,-2.832890014,2.832890014
souverainiste,21,155,-2.8259706,2.8259706
philippot,14,105,-2.821029859,2.821029859
🎷,13,1,2.807354922,2.807354922
zelinsky,6,48,-2.807354922,2.807354922
bico,13,1,2.807354922,2.807354922
potentielle,13,1,2.807354922,2.807354922
saka,13,1,2.807354922,2.807354922
soros,1,13,-2.807354922,2.807354922
synchronicité,1,13,-2.807354922,2.807354922
nimp,13,1,2.807354922,2.807354922
majordome,13,1,2.807354922,2.807354922
likoud,27,3,2.807354922,2.807354922
ursula,2,20,-2.807354922,2.807354922
sculpter,1,13,-2.807354922,2.807354922
mérdia,13,1,2.807354922,2.807354922
quebec,1,13,-2.807354922,2.807354922
inégalitaire,13,1,2.807354922,2.807354922
kerguelen,2,20,-2.807354922,2.807354922
denfert,13,1,2.807354922,2.807354922
slava,1,13,-2.807354922,2.807354922
hamass,1,13,-2.807354922,2.807354922
scholler,2,20,-2.807354922,2.807354922
sco,13,1,2.807354922,2.807354922
procesrn,20,2,2.807354922,2.807354922
maaroufi,1,13,-2.807354922,2.807354922
fsu,20,2,2.807354922,2.807354922
davo,4,34,-2.807354922,2.807354922
leboncoin,20,2,2.807354922,2.807354922
extremedroite,20,2,2.807354922,2.807354922
inès,20,2,2.807354922,2.807354922
cdm,27,3,2.807354922,2.807354922
tarascon,1,13,-2.807354922,2.807354922
way,20,2,2.807354922,2.807354922
ouais,20,2,2.807354922,2.807354922
odoxa,1,13,-2.807354922,2.807354922
bâlois,20,2,2.807354922,2.807354922
enfanter,1,13,-2.807354922,2.807354922
radin,20,2,2.807354922,2.807354922
travailleuse,41,5,2.807354922,2.807354922
vulgarisation,13,1,2.807354922,2.807354922
skin,13,1,2.807354922,2.807354922
éolienne,7,55,-2.807354922,2.807354922
mcgregor,1,13,-2.807354922,2.807354922
biathlon,13,1,2.807354922,2.807354922
🐸,1,13,-2.807354922,2.807354922
buteur,41,5,2.807354922,2.807354922
notice,1,13,-2.807354922,2.807354922
circo,111,15,2.807354922,2.807354922
montagnier,2,20,-2.807354922,2.807354922
yaya,20,2,2.807354922,2.807354922
jvous,13,1,2.807354922,2.807354922
sociétaire,13,1,2.807354922,2.807354922
okay,13,1,2.807354922,2.807354922
màj,1,13,-2.807354922,2.807354922
cg,13,1,2.807354922,2.807354922
probité,41,5,2.807354922,2.807354922
wise,1,13,-2.807354922,2.807354922
gouiri,20,2,2.807354922,2.807354922
droitier,13,1,2.807354922,2.807354922
🫵🏽,13,1,2.807354922,2.807354922
thanks,13,1,2.807354922,2.807354922
aliyev,20,2,2.807354922,2.807354922
zgeg,13,1,2.807354922,2.807354922
breaking,6,47,-2.777607579,2.777607579
netanyahu,211,30,2.773724144,2.773724144
📻,40,5,2.772589504,2.772589504
mastodon,40,5,2.772589504,2.772589504
music,40,5,2.772589504,2.772589504
🟡,26,183,-2.768674454,2.768674454
remigrer,4,33,-2.765534746,2.765534746
angoulême,33,4,2.765534746,2.765534746
single,33,4,2.765534746,2.765534746
🏀,26,3,2.754887502,2.754887502
maastricht,3,26,-2.754887502,2.754887502
genocide,207,30,2.746243408,2.746243408
philippine,16,113,-2.745427173,2.745427173
upr,9,66,-2.744161096,2.744161096
pandora,2,19,-2.736965594,2.736965594
nanga,19,2,2.736965594,2.736965594
jn,2,19,-2.736965594,2.736965594
galopant,2,19,-2.736965594,2.736965594
zoneinterdite,19,2,2.736965594,2.736965594
récap,19,2,2.736965594,2.736965594
cop,19,2,2.736965594,2.736965594
☪,5,39,-2.736965594,2.736965594
charliehebdo,2,19,-2.736965594,2.736965594
mende,19,2,2.736965594,2.736965594
crepol,2,19,-2.736965594,2.736965594
beyoncé,19,2,2.736965594,2.736965594
surnom,19,2,2.736965594,2.736965594
ruisseau,2,19,-2.736965594,2.736965594
sainteté,2,19,-2.736965594,2.736965594
guingamp,19,2,2.736965594,2.736965594
bestseller,2,19,-2.736965594,2.736965594
téméraire,5,39,-2.736965594,2.736965594
démocrature,2,19,-2.736965594,2.736965594
lubumbashi,2,19,-2.736965594,2.736965594
nétanyahou,19,2,2.736965594,2.736965594
intuition,5,39,-2.736965594,2.736965594
pick,19,2,2.736965594,2.736965594
📜,5,39,-2.736965594,2.736965594
banger,72,10,2.73039294,2.73039294
misogynie,52,7,2.727920455,2.727920455
pfa,32,4,2.722466024,2.722466024
📝,32,4,2.722466024,2.722466024
droitardé,45,6,2.716207034,2.716207034
⛔,17,117,-2.712718048,2.712718048
désister,84,12,2.708951218,2.708951218
civilisationnelle,1,12,-2.700439718,2.700439718
bollorer,25,3,2.700439718,2.700439718
nino,12,1,2.700439718,2.700439718
gentrification,12,1,2.700439718,2.700439718
mathéo,1,12,-2.700439718,2.700439718
chevet,1,12,-2.700439718,2.700439718
ahahahah,12,1,2.700439718,2.700439718
tartarin,1,12,-2.700439718,2.700439718
ki,38,5,2.700439718,2.700439718
cactus,12,1,2.700439718,2.700439718
pelo,12,1,2.700439718,2.700439718
louboutin,1,12,-2.700439718,2.700439718
dla,12,1,2.700439718,2.700439718
beate,12,1,2.700439718,2.700439718
souplesse,1,12,-2.700439718,2.700439718
senegal,12,1,2.700439718,2.700439718
orwellien,1,12,-2.700439718,2.700439718
loueur,12,1,2.700439718,2.700439718
disco,12,1,2.700439718,2.700439718
putride,1,12,-2.700439718,2.700439718
fatimer,1,12,-2.700439718,2.700439718
fp,25,3,2.700439718,2.700439718
spécifier,12,1,2.700439718,2.700439718
classic,12,1,2.700439718,2.700439718
mddrrr,12,1,2.700439718,2.700439718
prend,1,12,-2.700439718,2.700439718
euthanasi,1,12,-2.700439718,2.700439718
intermarché,12,1,2.700439718,2.700439718
ousmane,12,1,2.700439718,2.700439718
🐊,1,12,-2.700439718,2.700439718
patria,1,12,-2.700439718,2.700439718
kop,12,1,2.700439718,2.700439718
audrey,12,1,2.700439718,2.700439718
indre,12,1,2.700439718,2.700439718
almada,12,1,2.700439718,2.700439718
glaciaire,1,12,-2.700439718,2.700439718
pignouf,1,12,-2.700439718,2.700439718
paroissial,1,12,-2.700439718,2.700439718
after,38,5,2.700439718,2.700439718
adama,1,12,-2.700439718,2.700439718
azy,12,1,2.700439718,2.700439718
pourlapai,1,12,-2.700439718,2.700439718
lacazette,25,3,2.700439718,2.700439718
lfilahonte,1,12,-2.700439718,2.700439718
bayern,25,3,2.700439718,2.700439718
embastiller,1,12,-2.700439718,2.700439718
ig,12,1,2.700439718,2.700439718
émancipateur,12,1,2.700439718,2.700439718
dégueu,12,1,2.700439718,2.700439718
becoming,1,12,-2.700439718,2.700439718
séminaire,70,10,2.690315501,2.690315501
deezer,44,6,2.684498174,2.684498174
spotify,44,6,2.684498174,2.684498174
fc,76,11,2.68182404,2.68182404
djihad,4,31,-2.678071905,2.678071905
hérétique,4,31,-2.678071905,2.678071905
entraîneur,63,9,2.678071905,2.678071905
ivoirien,31,4,2.678071905,2.678071905
rp,31,4,2.678071905,2.678071905
journalope,9,63,-2.678071905,2.678071905
racket,7,50,-2.672425342,2.672425342
bd,101,15,2.672425342,2.672425342
consanguin,18,120,-2.670935724,2.670935724
leyen,21,139,-2.669851398,2.669851398
escrologiste,5,37,-2.662965013,2.662965013
maçonnique,8,56,-2.662965013,2.662965013
aboubacar,5,37,-2.662965013,2.662965013
⁉️,8,56,-2.662965013,2.662965013
xiii,2,18,-2.662965013,2.662965013
tremp,2,18,-2.662965013,2.662965013
souverainisme,2,18,-2.662965013,2.662965013
tucker,2,18,-2.662965013,2.662965013
💤,2,18,-2.662965013,2.662965013
liège,2,18,-2.662965013,2.662965013
fétide,2,18,-2.662965013,2.662965013
lefebvre,37,5,2.662965013,2.662965013
emery,18,2,2.662965013,2.662965013
elnet,18,2,2.662965013,2.662965013
associatif,94,14,2.662965013,2.662965013
crm,18,2,2.662965013,2.662965013
hit,18,2,2.662965013,2.662965013
clc,18,2,2.662965013,2.662965013
gi,18,2,2.662965013,2.662965013
civilisation,61,391,-2.660513534,2.660513534
apocalypse,18,119,-2.658963082,2.658963082
💣,13,87,-2.652076697,2.652076697
islamism,13,87,-2.652076697,2.652076697
mbappe,43,6,2.652076697,2.652076697
parcoursup,24,3,2.64385619,2.64385619
same,24,3,2.64385619,2.64385619
touster,24,3,2.64385619,2.64385619
traction,24,3,2.64385619,2.64385619
ghali,3,24,-2.64385619,2.64385619
qlq,24,3,2.64385619,2.64385619
bluesky,136,21,2.638600464,2.638600464
lfp,30,4,2.632268215,2.632268215
🧵,123,19,2.632268215,2.632268215
poignarder,20,129,-2.63005039,2.63005039
magistrature,10,67,-2.628031223,2.628031223
streamer,36,5,2.624490865,2.624490865
aboubakarcisse,5,36,-2.624490865,2.624490865
ludovic,12,79,-2.621488377,2.621488377
crou,42,6,2.618909833,2.618909833
taff,115,18,2.610053482,2.610053482
çà,18,115,-2.610053482,2.610053482
mondialisme,9,60,-2.608809243,2.608809243
🩵,60,9,2.608809243,2.608809243
pakistanais,9,60,-2.608809243,2.608809243
coach,127,20,2.607682577,2.607682577
bmw,72,11,2.604862058,2.604862058
reset,3,23,-2.584962501,2.584962501
backlash,11,1,2.584962501,2.584962501
personnifié,1,11,-2.584962501,2.584962501
fda,1,11,-2.584962501,2.584962501
identifiant,4,29,-2.584962501,2.584962501
tlm,17,2,2.584962501,2.584962501
lavie,2,17,-2.584962501,2.584962501
contextualiser,11,1,2.584962501,2.584962501
jobard,11,1,2.584962501,2.584962501
elsa,23,3,2.584962501,2.584962501
frontrepublicain,11,1,2.584962501,2.584962501
🟦,1,11,-2.584962501,2.584962501
nope,17,2,2.584962501,2.584962501
ajd,59,9,2.584962501,2.584962501
névroser,1,11,-2.584962501,2.584962501
aesh,35,5,2.584962501,2.584962501
coustou,1,11,-2.584962501,2.584962501
freeze,11,1,2.584962501,2.584962501
fardc,11,1,2.584962501,2.584962501
assassiné,1,11,-2.584962501,2.584962501
vaudou,2,17,-2.584962501,2.584962501
cavalerie,1,11,-2.584962501,2.584962501
ripoubliqu,11,1,2.584962501,2.584962501
saviez,3,23,-2.584962501,2.584962501
greenpeace,11,1,2.584962501,2.584962501
inhumanité,29,4,2.584962501,2.584962501
israelienn,11,1,2.584962501,2.584962501
véreu,1,11,-2.584962501,2.584962501
climatosceptique,11,1,2.584962501,2.584962501
ouigo,11,1,2.584962501,2.584962501
goodie,11,1,2.584962501,2.584962501
mom,11,1,2.584962501,2.584962501
montluçon,11,1,2.584962501,2.584962501
voynet,3,23,-2.584962501,2.584962501
erner,11,1,2.584962501,2.584962501
snu,23,3,2.584962501,2.584962501
giuffr,1,11,-2.584962501,2.584962501
daron,65,10,2.584962501,2.584962501
xii,2,17,-2.584962501,2.584962501
racialist,2,17,-2.584962501,2.584962501
qg,17,2,2.584962501,2.584962501
hardcore,11,1,2.584962501,2.584962501
manoeuvre,2,17,-2.584962501,2.584962501
sarahknafo,1,11,-2.584962501,2.584962501
dombass,1,11,-2.584962501,2.584962501
degois,11,1,2.584962501,2.584962501
boycottafterfoot,11,1,2.584962501,2.584962501
pénitence,2,17,-2.584962501,2.584962501
macronescu,1,11,-2.584962501,2.584962501
oct,23,3,2.584962501,2.584962501
julia,29,4,2.584962501,2.584962501
médiatisation,17,2,2.584962501,2.584962501
speak,11,1,2.584962501,2.584962501
mitiger,17,2,2.584962501,2.584962501
annonceur,11,1,2.584962501,2.584962501
sculpteur,11,1,2.584962501,2.584962501
esplanade,11,1,2.584962501,2.584962501
paquetage,1,11,-2.584962501,2.584962501
wahi,17,2,2.584962501,2.584962501
travelo,1,11,-2.584962501,2.584962501
bergeaud,1,11,-2.584962501,2.584962501
endométriose,11,1,2.584962501,2.584962501
nekfeu,11,1,2.584962501,2.584962501
fabian,11,1,2.584962501,2.584962501
inapte,1,11,-2.584962501,2.584962501
légitimation,11,1,2.584962501,2.584962501
précariser,11,1,2.584962501,2.584962501
samba,11,1,2.584962501,2.584962501
family,11,1,2.584962501,2.584962501
jazz,23,3,2.584962501,2.584962501
macronnousprendpourdescon,1,11,-2.584962501,2.584962501
embrouiller,17,2,2.584962501,2.584962501
johanna,1,11,-2.584962501,2.584962501
drahi,11,1,2.584962501,2.584962501
obono,1,11,-2.584962501,2.584962501
nihilisme,1,11,-2.584962501,2.584962501
bûcher,1,11,-2.584962501,2.584962501
🗝,1,11,-2.584962501,2.584962501
translate,1,11,-2.584962501,2.584962501
kick,11,1,2.584962501,2.584962501
belkacem,1,11,-2.584962501,2.584962501
forever,11,1,2.584962501,2.584962501
chokbar,11,1,2.584962501,2.584962501
monseigneur,2,17,-2.584962501,2.584962501
globaliser,2,17,-2.584962501,2.584962501
blois,17,2,2.584962501,2.584962501
bollore,23,3,2.584962501,2.584962501
israhell,11,1,2.584962501,2.584962501
rand,1,11,-2.584962501,2.584962501
frérot,107,17,2.584962501,2.584962501
maccabi,11,1,2.584962501,2.584962501
conformisme,1,11,-2.584962501,2.584962501
tutsi,17,2,2.584962501,2.584962501
podcasts,29,4,2.584962501,2.584962501
focus,65,10,2.584962501,2.584962501
génétiquement,1,11,-2.584962501,2.584962501
🪵,11,1,2.584962501,2.584962501
bukel,2,17,-2.584962501,2.584962501
🔔,10,65,-2.584962501,2.584962501
finale,165,27,2.567684509,2.567684509
full,58,9,2.560714954,2.560714954
dals,52,8,2.557995453,2.557995453
immunitaire,8,52,-2.557995453,2.557995453
fange,6,40,-2.550197083,2.550197083
story,75,12,2.547487795,2.547487795
🐓,5,34,-2.544320516,2.544320516
league,69,11,2.544320516,2.544320516
tunisi,34,5,2.544320516,2.544320516
doxa,5,34,-2.544320516,2.544320516
meurice,28,4,2.5360529,2.5360529
couteau,103,602,-2.535574474,2.535574474
omg,109,18,2.5334322,2.5334322
polonais,26,155,-2.530514717,2.530514717
clandestin,38,224,-2.528378972,2.528378972
supranational,3,22,-2.523561956,2.523561956
blackout,3,22,-2.523561956,2.523561956
ceremoniedecloture,22,3,2.523561956,2.523561956
stv,22,3,2.523561956,2.523561956
pontificat,3,22,-2.523561956,2.523561956
socialism,3,22,-2.523561956,2.523561956
rougeole,3,22,-2.523561956,2.523561956
merluche,3,22,-2.523561956,2.523561956
bauer,22,3,2.523561956,2.523561956
paie,21,125,-2.517848305,2.517848305
yamal,39,6,2.514573173,2.514573173
sav,39,6,2.514573173,2.514573173
islamisme,59,341,-2.510961919,2.510961919
doctolib,16,2,2.502500341,2.502500341
benyamin,16,2,2.502500341,2.502500341
usb,16,2,2.502500341,2.502500341
stéphanois,16,2,2.502500341,2.502500341
blast,67,11,2.502500341,2.502500341
putaclic,16,2,2.502500341,2.502500341
déso,16,2,2.502500341,2.502500341
paname,16,2,2.502500341,2.502500341
maffia,16,2,2.502500341,2.502500341
cazeneuv,33,5,2.502500341,2.502500341
vlog,16,2,2.502500341,2.502500341
🌱,101,17,2.502500341,2.502500341
🐖,5,33,-2.502500341,2.502500341
pouilleux,2,16,-2.502500341,2.502500341
carlson,2,16,-2.502500341,2.502500341
cmu,2,16,-2.502500341,2.502500341
endettement,5,33,-2.502500341,2.502500341
pann,2,16,-2.502500341,2.502500341
papefrancoi,5,33,-2.502500341,2.502500341
résurrection,10,61,-2.494764692,2.494764692
ief,15,89,-2.491853096,2.491853096
ersilia,4,27,-2.485426827,2.485426827
fln,9,55,-2.485426827,2.485426827
ever,27,4,2.485426827,2.485426827
déshumanisation,27,4,2.485426827,2.485426827
islamiste,231,1295,-2.481869008,2.481869008
habib,66,11,2.48112669,2.48112669
apôtre,6,38,-2.478047297,2.478047297
totalitarisme,12,71,-2.469485283,2.469485283
ballon,165,29,2.468148836,2.468148836
paty,14,82,-2.468148836,2.468148836
éponyme,10,1,2.459431619,2.459431619
nolan,10,1,2.459431619,2.459431619
jordanbardella,3,21,-2.459431619,2.459431619
sisi,10,1,2.459431619,2.459431619
🟤,10,1,2.459431619,2.459431619
pinte,10,1,2.459431619,2.459431619
roller,10,1,2.459431619,2.459431619
groupement,1,10,-2.459431619,2.459431619
malléable,1,10,-2.459431619,2.459431619
ak,10,1,2.459431619,2.459431619
emilia,10,1,2.459431619,2.459431619
anarcho,1,10,-2.459431619,2.459431619
proud,10,1,2.459431619,2.459431619
6️⃣,1,10,-2.459431619,2.459431619
éver,10,1,2.459431619,2.459431619
géopolitologue,1,10,-2.459431619,2.459431619
inoculer,1,10,-2.459431619,2.459431619
dir,21,3,2.459431619,2.459431619
sai,10,1,2.459431619,2.459431619
bowl,10,1,2.459431619,2.459431619
bastille,32,5,2.459431619,2.459431619
incr,10,1,2.459431619,2.459431619
offrande,1,10,-2.459431619,2.459431619
appât,10,1,2.459431619,2.459431619
truchot,21,3,2.459431619,2.459431619
karaoké,10,1,2.459431619,2.459431619
pustuler,1,10,-2.459431619,2.459431619
🧬,3,21,-2.459431619,2.459431619
blackler,1,10,-2.459431619,2.459431619
saltimbanque,1,10,-2.459431619,2.459431619
fleury,1,10,-2.459431619,2.459431619
votezmarion,1,10,-2.459431619,2.459431619
joron,1,10,-2.459431619,2.459431619
dangereusement,3,21,-2.459431619,2.459431619
anglicisme,1,10,-2.459431619,2.459431619
cervical,1,10,-2.459431619,2.459431619
aout,10,1,2.459431619,2.459431619
lavrov,1,10,-2.459431619,2.459431619
iliade,1,10,-2.459431619,2.459431619
tiphaine,1,10,-2.459431619,2.459431619
freestyle,10,1,2.459431619,2.459431619
bureaucratie,9,54,-2.459431619,2.459431619
bienheureux,1,10,-2.459431619,2.459431619
pensee,1,10,-2.459431619,2.459431619
reynouard,1,10,-2.459431619,2.459431619
gvir,10,1,2.459431619,2.459431619
pmu,21,3,2.459431619,2.459431619
barcelonais,10,1,2.459431619,2.459431619
compo,32,5,2.459431619,2.459431619
démat,10,1,2.459431619,2.459431619
xana,10,1,2.459431619,2.459431619
francophobie,1,10,-2.459431619,2.459431619
bribri,1,10,-2.459431619,2.459431619
hiérarchisation,10,1,2.459431619,2.459431619
graphiste,10,1,2.459431619,2.459431619
perri,10,1,2.459431619,2.459431619
romarin,1,10,-2.459431619,2.459431619
askip,21,3,2.459431619,2.459431619
escrolo,5,32,-2.459431619,2.459431619
fonctionpubliqu,10,1,2.459431619,2.459431619
figurant,1,10,-2.459431619,2.459431619
lorier,10,1,2.459431619,2.459431619
🗡,1,10,-2.459431619,2.459431619
horloger,1,10,-2.459431619,2.459431619
bérénice,10,1,2.459431619,2.459431619
pacs,10,1,2.459431619,2.459431619
rationnement,1,10,-2.459431619,2.459431619
pugnacité,1,10,-2.459431619,2.459431619
rah,10,1,2.459431619,2.459431619
mddr,10,1,2.459431619,2.459431619
lordon,10,1,2.459431619,2.459431619
lisbonne,5,32,-2.459431619,2.459431619
alloc,1,10,-2.459431619,2.459431619
delger,10,1,2.459431619,2.459431619
marquinho,10,1,2.459431619,2.459431619
bt,10,1,2.459431619,2.459431619
judaisme,10,1,2.459431619,2.459431619
viechere,10,1,2.459431619,2.459431619
phasme,1,10,-2.459431619,2.459431619
srfc,10,1,2.459431619,2.459431619
gameplay,21,3,2.459431619,2.459431619
🏉,10,1,2.459431619,2.459431619
tinder,10,1,2.459431619,2.459431619
nda,3,21,-2.459431619,2.459431619
étrangler,5,32,-2.459431619,2.459431619
billie,10,1,2.459431619,2.459431619
téléphoner,1,10,-2.459431619,2.459431619
arcade,10,1,2.459431619,2.459431619
